respondent_id,survey_year,enterprise_ai_priority,genai_no_use,genai_free_personal,genai_paid_personal,genai_paid_by_company,genai_copilot,genai_question_available,genai_eligible
year_2_000813,year_2,NOT_ASKED,False,False,True,False,False,True,True
year_2_000814,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000815,year_2,TOP_PRIORITY_MAIN,,,,,,True,False
year_2_000816,year_2,NOT_PRIORITY,,,,,,True,False
year_2_000817,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000818,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000819,year_2,NOT_ASKED,,,,,,True,False
year_2_000820,year_2,SECONDARY_INITIATIVE,,,,,,True,False
year_2_000821,year_2,NOT_ASKED,False,False,False,False,True,True,True
year_2_000822,year_2,NOT_ASKED,True,False,False,False,False,True,True
year_2_000823,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000824,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000825,year_2,NOT_ASKED,True,False,False,False,False,True,True
year_2_000826,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000827,year_2,NOT_ASKED,False,False,False,False,True,True,True
year_2_000828,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000829,year_2,NOT_ASKED,True,False,False,False,False,True,True
year_2_000830,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000831,year_2,NOT_ASKED,True,False,False,False,False,True,True
year_2_000832,year_2,NOT_ASKED,False,False,True,False,False,True,True
year_2_000833,year_2,NOT_ASKED,True,False,False,False,False,True,True
year_2_000834,year_2,NOT_ASKED,,,,,,True,False
year_2_000835,year_2,NOT_ASKED,,,,,,True,False
year_2_000836,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000837,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000838,year_2,NOT_ASKED,True,False,False,False,False,True,True
year_2_000839,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000840,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000841,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000842,year_2,NOT_ASKED,,,,,,True,False
year_2_000843,year_2,SECONDARY_INITIATIVE,,,,,,True,False
year_2_000844,year_2,NOT_ASKED,True,False,False,False,False,True,True
year_2_000845,year_2,NOT_ASKED,False,True,False,False,True,True,True
year_2_000846,year_2,NOT_ASKED,True,False,False,False,False,True,True
year_2_000847,year_2,NOT_ASKED,False,False,True,False,False,True,True
year_2_000848,year_2,NOT_ASKED,,,,,,True,False
year_2_000849,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000850,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000851,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000852,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000853,year_2,NOT_ASKED,,,,,,True,False
year_2_000854,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000855,year_2,NOT_ASKED,False,False,False,True,False,True,True
year_2_000856,year_2,NOT_ASKED,True,False,False,False,False,True,True
year_2_000857,year_2,NOT_PRIORITY,,,,,,True,False
year_2_000858,year_2,TOP_PRIORITY_MEDIUM_TERM,,,,,,True,False
year_2_000859,year_2,NOT_ASKED,,,,,,True,False
year_2_000860,year_2,TOP_PRIORITY_MAIN,,,,,,True,False
year_2_000861,year_2,NOT_ASKED,True,False,False,False,False,True,True
year_2_000862,year_2,TOP_PRIORITY_MEDIUM_TERM,,,,,,True,False
year_2_000863,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000864,year_2,NOT_ASKED,,,,,,True,False
year_2_000865,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000866,year_2,NOT_ASKED,False,False,True,False,False,True,True
year_2_000867,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000868,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000869,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000870,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000871,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000872,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000873,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000874,year_2,NOT_ASKED,True,False,False,False,False,True,True
year_2_000875,year_2,NOT_ASKED,False,False,True,False,False,True,True
year_2_000876,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000877,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000878,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000879,year_2,NOT_ASKED,True,False,False,False,False,True,True
year_2_000880,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000881,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000882,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000883,year_2,TOP_PRIORITY_MEDIUM_TERM,,,,,,True,False
year_2_000884,year_2,NOT_ASKED,True,False,False,False,False,True,True
year_2_000885,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000886,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000887,year_2,TOP_PRIORITY_MEDIUM_TERM,,,,,,True,False
year_2_000888,year_2,NOT_ASKED,,,,,,True,False
year_2_000889,year_2,NOT_ASKED,,,,,,True,False
year_2_000890,year_2,TOP_PRIORITY_MEDIUM_TERM,,,,,,True,False
year_2_000891,year_2,NOT_ASKED,True,False,False,False,False,True,True
year_2_000892,year_2,TOP_PRIORITY_MAIN,,,,,,True,False
year_2_000893,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000894,year_2,TOP_PRIORITY_MEDIUM_TERM,,,,,,True,False
year_2_000895,year_2,NOT_ASKED,True,False,False,False,False,True,True
year_2_000896,year_2,NOT_ASKED,False,False,False,True,True,True,True
year_2_000897,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000898,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000899,year_2,TOP_PRIORITY_MAIN,,,,,,True,False
year_2_000900,year_2,TOP_PRIORITY_MAIN,,,,,,True,False
year_2_000901,year_2,DONT_KNOW,,,,,,True,False
year_2_000902,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000903,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000904,year_2,NOT_ASKED,True,False,False,False,False,True,True
year_2_000905,year_2,NOT_ASKED,,,,,,True,False
year_2_000906,year_2,DONT_KNOW,,,,,,True,False
year_2_000907,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000908,year_2,SECONDARY_INITIATIVE,,,,,,True,False
year_2_000909,year_2,NOT_ASKED,,,,,,True,False
year_2_000910,year_2,NOT_ASKED,True,False,False,False,False,True,True
year_2_000911,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000912,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000913,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000914,year_2,TOP_PRIORITY_MAIN,,,,,,True,False
year_2_000915,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000916,year_2,NOT_ASKED,False,False,True,False,False,True,True
year_2_000917,year_2,NOT_ASKED,False,True,True,False,False,True,True
year_2_000918,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000919,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000920,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000921,year_2,NOT_ASKED,True,False,False,False,False,True,True
year_2_000922,year_2,NOT_ASKED,True,False,False,False,False,True,True
year_2_000923,year_2,NOT_ASKED,,,,,,True,False
year_2_000924,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000925,year_2,NOT_ASKED,True,False,False,False,False,True,True
year_2_000926,year_2,NOT_ASKED,,,,,,True,False
year_2_000927,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000928,year_2,SECONDARY_INITIATIVE,,,,,,True,False
year_2_000929,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000930,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000931,year_2,NOT_ASKED,True,False,False,False,False,True,True
year_2_000932,year_2,NOT_ASKED,True,False,False,False,False,True,True
year_2_000933,year_2,NOT_ASKED,False,False,True,False,True,True,True
year_2_000934,year_2,NOT_PRIORITY,,,,,,True,False
year_2_000935,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000936,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000937,year_2,TOP_PRIORITY_MEDIUM_TERM,,,,,,True,False
year_2_000938,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000939,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000940,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000941,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000942,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000943,year_2,NOT_PRIORITY,,,,,,True,False
year_2_000944,year_2,NOT_ASKED,True,False,False,False,False,True,True
year_2_000945,year_2,SECONDARY_INITIATIVE,,,,,,True,False
year_2_000946,year_2,NOT_ASKED,,,,,,True,False
year_2_000947,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000948,year_2,NOT_ASKED,,,,,,True,False
year_2_000949,year_2,NOT_ASKED,True,False,False,False,False,True,True
year_2_000950,year_2,NOT_ASKED,,,,,,True,False
year_2_000951,year_2,NOT_ASKED,,,,,,True,False
year_2_000952,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000953,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000954,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000955,year_2,NOT_ASKED,,,,,,True,False
year_2_000956,year_2,NOT_PRIORITY,,,,,,True,False
year_2_000957,year_2,NOT_ASKED,True,False,False,False,False,True,True
year_2_000958,year_2,SECONDARY_INITIATIVE,,,,,,True,False
year_2_000959,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000960,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000961,year_2,NOT_ASKED,,,,,,True,False
year_2_000962,year_2,NOT_ASKED,False,True,False,False,True,True,True
year_2_000963,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000964,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000965,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000966,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000967,year_2,NOT_ASKED,True,False,False,False,False,True,True
year_2_000968,year_2,TOP_PRIORITY_MEDIUM_TERM,,,,,,True,False
year_2_000969,year_2,NOT_ASKED,False,False,False,False,True,True,True
year_2_000970,year_2,SECONDARY_INITIATIVE,,,,,,True,False
year_2_000971,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000972,year_2,NOT_ASKED,True,False,False,False,False,True,True
year_2_000973,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000974,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000975,year_2,NOT_ASKED,False,True,False,False,True,True,True
year_2_000976,year_2,NOT_ASKED,False,True,False,False,True,True,True
year_2_000977,year_2,NOT_ASKED,True,False,False,False,False,True,True
year_2_000978,year_2,NOT_ASKED,False,False,False,False,True,True,True
year_2_000979,year_2,NOT_ASKED,False,False,False,False,True,True,True
year_2_000980,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000981,year_2,NOT_ASKED,,,,,,True,False
year_2_000982,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000983,year_2,NOT_ASKED,,,,,,True,False
year_2_000984,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000985,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000986,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000987,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000988,year_2,NOT_ASKED,False,False,False,True,False,True,True
year_2_000989,year_2,SECONDARY_INITIATIVE,,,,,,True,False
year_2_000990,year_2,NOT_ASKED,True,False,False,False,False,True,True
year_2_000991,year_2,TOP_PRIORITY_MEDIUM_TERM,,,,,,True,False
year_2_000992,year_2,NOT_ASKED,,,,,,True,False
year_2_000993,year_2,TOP_PRIORITY_MEDIUM_TERM,,,,,,True,False
year_2_000994,year_2,SECONDARY_INITIATIVE,,,,,,True,False
year_2_000995,year_2,TOP_PRIORITY_MEDIUM_TERM,,,,,,True,False
year_2_000996,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000997,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_000998,year_2,NOT_ASKED,False,False,True,False,True,True,True
year_2_000999,year_2,NOT_ASKED,False,False,False,True,True,True,True
year_2_001000,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001001,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001002,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001003,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001004,year_2,NOT_ASKED,,,,,,True,False
year_2_001005,year_2,TOP_PRIORITY_MAIN,,,,,,True,False
year_2_001006,year_2,NOT_ASKED,False,False,False,False,True,True,True
year_2_001007,year_2,TOP_PRIORITY_MEDIUM_TERM,,,,,,True,False
year_2_001008,year_2,NOT_ASKED,,,,,,True,False
year_2_001009,year_2,NOT_ASKED,False,False,True,False,False,True,True
year_2_001010,year_2,NOT_ASKED,True,False,False,False,False,True,True
year_2_001011,year_2,TOP_PRIORITY_MEDIUM_TERM,,,,,,True,False
year_2_001012,year_2,NOT_ASKED,False,False,True,False,False,True,True
year_2_001013,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001014,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001015,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001016,year_2,SECONDARY_INITIATIVE,,,,,,True,False
year_2_001017,year_2,NOT_PRIORITY,,,,,,True,False
year_2_001018,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001019,year_2,SECONDARY_INITIATIVE,,,,,,True,False
year_2_001020,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001021,year_2,TOP_PRIORITY_MEDIUM_TERM,,,,,,True,False
year_2_001022,year_2,NOT_ASKED,,,,,,True,False
year_2_001023,year_2,TOP_PRIORITY_MAIN,,,,,,True,False
year_2_001024,year_2,NOT_ASKED,False,True,False,False,True,True,True
year_2_001025,year_2,NOT_ASKED,False,False,False,True,True,True,True
year_2_001026,year_2,NOT_ASKED,False,True,False,False,True,True,True
year_2_001027,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001028,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001029,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001030,year_2,NOT_ASKED,True,False,False,False,False,True,True
year_2_001031,year_2,NOT_ASKED,False,False,False,True,False,True,True
year_2_001032,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001033,year_2,SECONDARY_INITIATIVE,,,,,,True,False
year_2_001034,year_2,NOT_ASKED,,,,,,True,False
year_2_001035,year_2,NOT_PRIORITY,,,,,,True,False
year_2_001036,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001037,year_2,NOT_ASKED,True,False,False,False,False,True,True
year_2_001038,year_2,NOT_ASKED,False,False,False,False,True,True,True
year_2_001039,year_2,NOT_ASKED,False,False,True,False,True,True,True
year_2_001040,year_2,NOT_PRIORITY,,,,,,True,False
year_2_001041,year_2,NOT_ASKED,True,False,False,False,False,True,True
year_2_001042,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001043,year_2,NOT_ASKED,True,False,False,False,False,True,True
year_2_001044,year_2,NOT_ASKED,False,True,False,False,True,True,True
year_2_001045,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001046,year_2,NOT_ASKED,False,False,True,False,False,True,True
year_2_001047,year_2,NOT_ASKED,False,False,False,True,False,True,True
year_2_001048,year_2,NOT_ASKED,False,True,False,False,True,True,True
year_2_001049,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001050,year_2,NOT_ASKED,False,False,True,False,False,True,True
year_2_001051,year_2,TOP_PRIORITY_MEDIUM_TERM,,,,,,True,False
year_2_001052,year_2,NOT_ASKED,False,False,False,False,True,True,True
year_2_001053,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001054,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001055,year_2,NOT_ASKED,False,False,True,True,False,True,True
year_2_001056,year_2,NOT_ASKED,False,False,False,True,False,True,True
year_2_001057,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001058,year_2,TOP_PRIORITY_MEDIUM_TERM,,,,,,True,False
year_2_001059,year_2,TOP_PRIORITY_MAIN,,,,,,True,False
year_2_001060,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001061,year_2,NOT_ASKED,,,,,,True,False
year_2_001062,year_2,NOT_ASKED,False,False,False,True,True,True,True
year_2_001063,year_2,TOP_PRIORITY_MAIN,,,,,,True,False
year_2_001064,year_2,NOT_ASKED,True,False,False,False,False,True,True
year_2_001065,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001066,year_2,NOT_ASKED,,,,,,True,False
year_2_001067,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001068,year_2,NOT_ASKED,True,False,False,False,False,True,True
year_2_001069,year_2,NOT_ASKED,False,False,False,False,True,True,True
year_2_001070,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001071,year_2,SECONDARY_INITIATIVE,,,,,,True,False
year_2_001072,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001073,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001074,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001075,year_2,NOT_ASKED,True,False,False,False,False,True,True
year_2_001076,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001077,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001078,year_2,SECONDARY_INITIATIVE,,,,,,True,False
year_2_001079,year_2,NOT_ASKED,False,False,False,False,True,True,True
year_2_001080,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001081,year_2,NOT_ASKED,False,True,False,False,True,True,True
year_2_001082,year_2,NOT_ASKED,,,,,,True,False
year_2_001083,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001084,year_2,NOT_PRIORITY,,,,,,True,False
year_2_001085,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001086,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001087,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001088,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001089,year_2,NOT_ASKED,False,False,True,False,False,True,True
year_2_001090,year_2,NOT_ASKED,False,False,False,False,True,True,True
year_2_001091,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001092,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001093,year_2,NOT_ASKED,,,,,,True,False
year_2_001094,year_2,NOT_ASKED,False,False,True,False,False,True,True
year_2_001095,year_2,SECONDARY_INITIATIVE,,,,,,True,False
year_2_001096,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001097,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001098,year_2,NOT_ASKED,False,False,True,False,False,True,True
year_2_001099,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001100,year_2,SECONDARY_INITIATIVE,,,,,,True,False
year_2_001101,year_2,SECONDARY_INITIATIVE,,,,,,True,False
year_2_001102,year_2,NOT_ASKED,False,True,False,False,True,True,True
year_2_001103,year_2,TOP_PRIORITY_MEDIUM_TERM,,,,,,True,False
year_2_001104,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001105,year_2,SECONDARY_INITIATIVE,,,,,,True,False
year_2_001106,year_2,NOT_ASKED,,,,,,True,False
year_2_001107,year_2,NOT_ASKED,,,,,,True,False
year_2_001108,year_2,NOT_ASKED,False,True,False,False,True,True,True
year_2_001109,year_2,TOP_PRIORITY_MEDIUM_TERM,,,,,,True,False
year_2_001110,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001111,year_2,NOT_ASKED,,,,,,True,False
year_2_001112,year_2,NOT_ASKED,True,True,False,False,False,True,True
year_2_001113,year_2,NOT_ASKED,False,False,True,False,True,True,True
year_2_001114,year_2,NOT_ASKED,False,True,False,False,True,True,True
year_2_001115,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001116,year_2,NOT_ASKED,False,False,False,False,True,True,True
year_2_001117,year_2,TOP_PRIORITY_MEDIUM_TERM,,,,,,True,False
year_2_001118,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001119,year_2,SECONDARY_INITIATIVE,,,,,,True,False
year_2_001120,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001121,year_2,NOT_ASKED,False,False,False,False,True,True,True
year_2_001122,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001123,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001124,year_2,NOT_ASKED,False,False,False,False,True,True,True
year_2_001125,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001126,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001127,year_2,NOT_ASKED,,,,,,True,False
year_2_001128,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001129,year_2,NOT_ASKED,False,False,False,True,False,True,True
year_2_001130,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001131,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001132,year_2,NOT_ASKED,False,False,False,False,True,True,True
year_2_001133,year_2,NOT_ASKED,False,False,False,True,True,True,True
year_2_001134,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001135,year_2,SECONDARY_INITIATIVE,,,,,,True,False
year_2_001136,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001137,year_2,NOT_ASKED,True,True,False,False,False,True,True
year_2_001138,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001139,year_2,NOT_ASKED,False,True,False,False,True,True,True
year_2_001140,year_2,SECONDARY_INITIATIVE,,,,,,True,False
year_2_001141,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001142,year_2,NOT_PRIORITY,,,,,,True,False
year_2_001143,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001144,year_2,NOT_ASKED,True,False,False,False,False,True,True
year_2_001145,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001146,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001147,year_2,NOT_ASKED,False,False,True,False,True,True,True
year_2_001148,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001149,year_2,NOT_ASKED,False,False,False,True,True,True,True
year_2_001150,year_2,NOT_PRIORITY,,,,,,True,False
year_2_001151,year_2,NOT_ASKED,True,False,False,False,False,True,True
year_2_001152,year_2,SECONDARY_INITIATIVE,,,,,,True,False
year_2_001153,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001154,year_2,NOT_ASKED,True,False,False,False,False,True,True
year_2_001155,year_2,SECONDARY_INITIATIVE,,,,,,True,False
year_2_001156,year_2,NOT_PRIORITY,,,,,,True,False
year_2_001157,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001158,year_2,NOT_ASKED,,,,,,True,False
year_2_001159,year_2,TOP_PRIORITY_MAIN,,,,,,True,False
year_2_001160,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001161,year_2,TOP_PRIORITY_MEDIUM_TERM,,,,,,True,False
year_2_001162,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001163,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001164,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001165,year_2,NOT_ASKED,False,False,False,False,True,True,True
year_2_001166,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001167,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001168,year_2,NOT_ASKED,,,,,,True,False
year_2_001169,year_2,NOT_ASKED,False,False,False,False,True,True,True
year_2_001170,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001171,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001172,year_2,SECONDARY_INITIATIVE,,,,,,True,False
year_2_001173,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001174,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001175,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001176,year_2,NOT_PRIORITY,,,,,,True,False
year_2_001177,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001178,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001179,year_2,NOT_ASKED,True,False,False,False,False,True,True
year_2_001180,year_2,NOT_ASKED,True,False,False,False,False,True,True
year_2_001181,year_2,NOT_ASKED,False,True,False,False,True,True,True
year_2_001182,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001183,year_2,NOT_ASKED,,,,,,True,False
year_2_001184,year_2,NOT_ASKED,,,,,,True,False
year_2_001185,year_2,NOT_ASKED,True,False,False,False,False,True,True
year_2_001186,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001187,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001188,year_2,TOP_PRIORITY_MAIN,,,,,,True,False
year_2_001189,year_2,NOT_ASKED,False,False,True,False,False,True,True
year_2_001190,year_2,NOT_ASKED,True,False,False,False,False,True,True
year_2_001191,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001192,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001193,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001194,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001195,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001196,year_2,NOT_ASKED,True,False,False,False,False,True,True
year_2_001197,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001198,year_2,NOT_ASKED,True,False,False,False,False,True,True
year_2_001199,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001200,year_2,NOT_ASKED,True,False,False,False,False,True,True
year_2_001201,year_2,SECONDARY_INITIATIVE,,,,,,True,False
year_2_001202,year_2,NOT_ASKED,False,False,False,True,False,True,True
year_2_001203,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001204,year_2,NOT_ASKED,,,,,,True,False
year_2_001205,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001206,year_2,NOT_ASKED,True,True,False,False,False,True,True
year_2_001207,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001208,year_2,NOT_PRIORITY,,,,,,True,False
year_2_001209,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001210,year_2,NOT_ASKED,,,,,,True,False
year_2_001211,year_2,NOT_ASKED,,,,,,True,False
year_2_001212,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001213,year_2,NOT_ASKED,,,,,,True,False
year_2_001214,year_2,SECONDARY_INITIATIVE,,,,,,True,False
year_2_001215,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001216,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001217,year_2,NOT_ASKED,False,False,True,False,True,True,True
year_2_001218,year_2,TOP_PRIORITY_MEDIUM_TERM,,,,,,True,False
year_2_001219,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001220,year_2,TOP_PRIORITY_MEDIUM_TERM,,,,,,True,False
year_2_001221,year_2,NOT_ASKED,False,True,False,False,False,True,True
year_2_001222,year_2,NOT_ASKED,False,True,False,False,False,True,True
