survey_year,respondent_id,age_band,gender,ethnicity_raw,pcd_flag_raw,state,region,education_level,education_area,employment_status,sector,company_size_raw,manager_flag,current_role_raw,current_role,seniority,salary_band_raw,salary_lower_bound,salary_upper_bound,salary_midpoint,salary_open_ended,salary_anomaly_flag,data_experience_band,it_experience_band,current_work_model,ideal_work_model,rto_attitude_raw,source_file,ingestion_timestamp,pipeline_version,processing_timestamp
year_3,year_3_000804,25-29,MALE,Branca,Não,SP,Sudeste,Não tenho graduação formal,,NOT_INFORMED,Outra Opção,de 6 a 10,True,,UNKNOWN,UNKNOWN,Acima de R$ 40.001/mês,40001.0,,,UPPER_OPEN,False,de 7 a 10 anos,de 7 a 10 anos,REMOTE,REMOTE,Vou procurar outra oportunidade no modelo 100% remoto,data_2025-2026.csv,2026-09-02T21:57:26.272530+00:00,v1,2026-09-02T21:57:30.907264+00:00
year_3,year_3_000805,40-44,MALE,Branca,Não,SP,Sudeste,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,REMOTE_FOREIGN_COMPANY_BR,Tecnologia/Fábrica de Software,de 51 a 100,True,,UNKNOWN,UNKNOWN,de R$ 30.001/mês a R$ 40.000/mês,30001.0,40000.0,35000.5,CLOSED,False,de 7 a 10 anos,de 1 a 2 anos,REMOTE,HYBRID_FLEXIBLE,Vou procurar outra oportunidade no modelo híbrido ou remoto,data_2025-2026.csv,2026-09-02T21:57:26.272530+00:00,v1,2026-09-02T21:57:30.907264+00:00
year_3,year_3_000806,25-29,MALE,Branca,Não,,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,ABROAD_FOREIGN_COMPANY,Setor Alimentício,Acima de 3.000,True,,UNKNOWN,UNKNOWN,de R$ 30.001/mês a R$ 40.000/mês,30001.0,40000.0,35000.5,CLOSED,False,de 7 a 10 anos,de 7 a 10 anos,HYBRID_FLEXIBLE,HYBRID_FLEXIBLE,Vou procurar outra oportunidade no modelo híbrido ou remoto,data_2025-2026.csv,2026-09-02T21:57:26.272530+00:00,v1,2026-09-02T21:57:30.907264+00:00
year_3,year_3_000807,25-29,MALE,Branca,Não,PR,Sul,Graduação/Bacharelado,Outra opção,EMPLOYEE_CLT,Setor Público,de 1.001 a 3.000,False,Analista de Dados/Data Analyst,DATA_ANALYST,JUNIOR,de R$ 4.001/mês a R$ 6.000/mês,4001.0,6000.0,5000.5,CLOSED,False,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,ON_SITE,HYBRID_FIXED,Vou aceitar e retornar ao modelo 100% presencial,data_2025-2026.csv,2026-09-02T21:57:26.272530+00:00,v1,2026-09-02T21:57:30.907264+00:00
year_3,year_3_000808,30-34,FEMALE,Branca,Não,,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,EMPLOYEE_CLT,Tecnologia/Fábrica de Software,de 11 a 50,False,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,SOFTWARE_ENGINEER_OR_IT_ANALYST,SENIOR,de R$ 12.001/mês a R$ 16.000/mês,12001.0,16000.0,14000.5,CLOSED,False,de 3 a 4 anos,de 7 a 10 anos,HYBRID_FIXED,REMOTE,Vou procurar outra oportunidade no modelo híbrido ou remoto,data_2025-2026.csv,2026-09-02T21:57:26.272530+00:00,v1,2026-09-02T21:57:30.907264+00:00
year_3,year_3_000809,30-34,FEMALE,Preta,Não,SP,Sudeste,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),EMPLOYEE_CLT,Varejo,Acima de 3.000,False,Analista de Dados/Data Analyst,DATA_ANALYST,SENIOR,de R$ 8.001/mês a R$ 12.000/mês,8001.0,12000.0,10000.5,CLOSED,False,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,REMOTE,REMOTE,Vou procurar outra oportunidade no modelo 100% remoto,data_2025-2026.csv,2026-09-02T21:57:26.272530+00:00,v1,2026-09-02T21:57:30.907264+00:00
year_3,year_3_000810,22-24,MALE,Parda,Não,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,EMPLOYEE_CLT,Internet/Ecommerce,Acima de 3.000,False,Analista de BI/BI Analyst,BI_ANALYST,MID,de R$ 3.001/mês a R$ 4.000/mês,3001.0,4000.0,3500.5,CLOSED,False,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,HYBRID_FIXED,REMOTE,Vou procurar outra oportunidade no modelo híbrido ou remoto,data_2025-2026.csv,2026-09-02T21:57:26.272530+00:00,v1,2026-09-02T21:57:30.907264+00:00
year_3,year_3_000811,25-29,MALE,Branca,Não,SP,Sudeste,Pós-graduação,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,EMPLOYEE_CLT,Finanças ou Bancos,Acima de 3.000,False,Analista de Dados/Data Analyst,DATA_ANALYST,MID,de R$ 4.001/mês a R$ 6.000/mês,4001.0,6000.0,5000.5,CLOSED,False,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,HYBRID_FIXED,HYBRID_FLEXIBLE,Vou procurar outra oportunidade no modelo híbrido ou remoto,data_2025-2026.csv,2026-09-02T21:57:26.272530+00:00,v1,2026-09-02T21:57:30.907264+00:00
year_3,year_3_000812,30-34,MALE,Parda,Não,RJ,Sudeste,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),EMPLOYEE_CLT,Educação,Acima de 3.000,False,Analista de Dados/Data Analyst,DATA_ANALYST,SENIOR,de R$ 8.001/mês a R$ 12.000/mês,8001.0,12000.0,10000.5,CLOSED,False,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,HYBRID_FIXED,HYBRID_FLEXIBLE,Vou procurar outra oportunidade no modelo híbrido ou remoto,data_2025-2026.csv,2026-09-02T21:57:26.272530+00:00,v1,2026-09-02T21:57:30.907264+00:00
year_3,year_3_000813,40-44,MALE,Parda,Não,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,EMPLOYEE_CLT,Setor Automotivo,de 101 a 500,False,Analista de BI/BI Analyst,BI_ANALYST,MID,de R$ 6.001/mês a R$ 8.000/mês,6001.0,8000.0,7000.5,CLOSED,False,de 1 a 2 anos,de 5 a 6 anos,ON_SITE,HYBRID_FIXED,Vou aceitar e retornar ao modelo 100% presencial,data_2025-2026.csv,2026-09-02T21:57:26.272530+00:00,v1,2026-09-02T21:57:30.907264+00:00
year_3,year_3_000814,35-39,MALE,Parda,Não,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),EMPLOYEE_CLT,Entretenimento ou Esportes,Acima de 3.000,False,Analista de Dados/Data Analyst,DATA_ANALYST,SENIOR,de R$ 6.001/mês a R$ 8.000/mês,6001.0,8000.0,7000.5,CLOSED,False,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,HYBRID_FLEXIBLE,HYBRID_FLEXIBLE,Vou procurar outra oportunidade no modelo híbrido ou remoto,data_2025-2026.csv,2026-09-02T21:57:26.272530+00:00,v1,2026-09-02T21:57:30.907264+00:00
year_3,year_3_000815,30-34,MALE,Parda,Não,RJ,Sudeste,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),EMPLOYEE_CLT,Seguros ou Previdência,de 501 a 1.000,False,Engenheiro de Dados/Data Engineer/Data Architect,DATA_ENGINEER_OR_ARCHITECT,SPECIALIST,de R$ 12.001/mês a R$ 16.000/mês,12001.0,16000.0,14000.5,CLOSED,False,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,HYBRID_FLEXIBLE,HYBRID_FLEXIBLE,Vou procurar outra oportunidade no modelo híbrido ou remoto,data_2025-2026.csv,2026-09-02T21:57:26.272530+00:00,v1,2026-09-02T21:57:30.907264+00:00
year_3,year_3_000816,30-34,MALE,Branca,Não,MG,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,EMPLOYEE_CLT,Tecnologia/Fábrica de Software,de 51 a 100,False,Analista de Suporte/Analista Técnico,SUPPORT_ANALYST,SENIOR,de R$ 2.001/mês a R$ 3.000/mês,2001.0,3000.0,2500.5,CLOSED,False,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,ON_SITE,REMOTE,Vou procurar outra oportunidade no modelo híbrido ou remoto,data_2025-2026.csv,2026-09-02T21:57:26.272530+00:00,v1,2026-09-02T21:57:30.907264+00:00
year_3,year_3_000817,30-34,MALE,Preta,Não,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,EMPLOYEE_CLT,Indústria,Acima de 3.000,False,Cientista de Dados/Data Scientist,DATA_SCIENTIST,MID,de R$ 8.001/mês a R$ 12.000/mês,8001.0,12000.0,10000.5,CLOSED,False,de 7 a 10 anos,Mais de 10 anos,HYBRID_FIXED,HYBRID_FLEXIBLE,Vou procurar outra oportunidade no modelo híbrido ou remoto,data_2025-2026.csv,2026-09-02T21:57:26.272530+00:00,v1,2026-09-02T21:57:30.907264+00:00
year_3,year_3_000818,30-34,MALE,Branca,Não,RJ,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,UNEMPLOYED_SEEKING,,,,,UNKNOWN,UNKNOWN,,,,,,False,,,UNKNOWN,UNKNOWN,,data_2025-2026.csv,2026-09-02T21:57:26.272530+00:00,v1,2026-09-02T21:57:30.907264+00:00
year_3,year_3_000819,40-44,MALE,Parda,Não,SP,Sudeste,Pós-graduação,Ciência de Dados / Inteligência Artificial,EMPLOYEE_CLT,Finanças ou Bancos,Acima de 3.000,False,Outra Opção,OTHER,MID,de R$ 6.001/mês a R$ 8.000/mês,6001.0,8000.0,7000.5,CLOSED,False,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,REMOTE,HYBRID_FLEXIBLE,Vou procurar outra oportunidade no modelo híbrido ou remoto,data_2025-2026.csv,2026-09-02T21:57:26.272530+00:00,v1,2026-09-02T21:57:30.907264+00:00
year_3,year_3_000820,30-34,MALE,Branca,Não,SP,Sudeste,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),EMPLOYEE_CLT,Indústria,de 51 a 100,False,Outras Engenharias (não inclui dev),OTHER_ENGINEERING,SPECIALIST,de R$ 8.001/mês a R$ 12.000/mês,8001.0,12000.0,10000.5,CLOSED,False,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,ON_SITE,HYBRID_FLEXIBLE,Vou aceitar e retornar ao modelo 100% presencial,data_2025-2026.csv,2026-09-02T21:57:26.272530+00:00,v1,2026-09-02T21:57:30.907264+00:00
year_3,year_3_000821,25-29,MALE,Branca,Não,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,EMPLOYEE_CLT,Área de Consultoria,de 101 a 500,False,Engenheiro de Dados/Data Engineer/Data Architect,DATA_ENGINEER_OR_ARCHITECT,SENIOR,de R$ 8.001/mês a R$ 12.000/mês,8001.0,12000.0,10000.5,CLOSED,False,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,REMOTE,REMOTE,Vou procurar outra oportunidade no modelo 100% remoto,data_2025-2026.csv,2026-09-02T21:57:26.272530+00:00,v1,2026-09-02T21:57:30.907264+00:00
year_3,year_3_000822,30-34,FEMALE,Branca,Não,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,EMPLOYEE_CLT,Tecnologia/Fábrica de Software,de 101 a 500,True,,UNKNOWN,UNKNOWN,de R$ 8.001/mês a R$ 12.000/mês,8001.0,12000.0,10000.5,CLOSED,False,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,REMOTE,HYBRID_FLEXIBLE,Vou procurar outra oportunidade no modelo híbrido ou remoto,data_2025-2026.csv,2026-09-02T21:57:26.272530+00:00,v1,2026-09-02T21:57:30.907264+00:00
year_3,year_3_000823,55+,MALE,Parda,Não,DF,Centro-oeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,EMPLOYEE_CLT,Finanças ou Bancos,Acima de 3.000,False,Analista de Negócios/Business Analyst,BUSINESS_ANALYST,MID,de R$ 8.001/mês a R$ 12.000/mês,8001.0,12000.0,10000.5,CLOSED,False,Menos de 1 ano,Mais de 10 anos,REMOTE,HYBRID_FLEXIBLE,Vou aceitar e retornar ao modelo 100% presencial,data_2025-2026.csv,2026-09-02T21:57:26.272530+00:00,v1,2026-09-02T21:57:30.907264+00:00
year_3,year_3_000824,25-29,MALE,Parda,Não,BA,Nordeste,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),CONTRACTOR_CNPJ,Finanças ou Bancos,de 101 a 500,False,Analista de Suporte/Analista Técnico,SUPPORT_ANALYST,MID,de R$ 8.001/mês a R$ 12.000/mês,8001.0,12000.0,10000.5,CLOSED,False,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,REMOTE,HYBRID_FLEXIBLE,Vou procurar outra oportunidade no modelo híbrido ou remoto,data_2025-2026.csv,2026-09-02T21:57:26.272530+00:00,v1,2026-09-02T21:57:30.907264+00:00
year_3,year_3_000825,35-39,FEMALE,Branca,Não,,,Mestrado,Outra opção,ABROAD_FOREIGN_COMPANY,Finanças ou Bancos,de 101 a 500,False,Analista de BI/BI Analyst,BI_ANALYST,SENIOR,de R$ 12.001/mês a R$ 16.000/mês,12001.0,16000.0,14000.5,CLOSED,False,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,REMOTE,REMOTE,Vou procurar outra oportunidade no modelo 100% remoto,data_2025-2026.csv,2026-09-02T21:57:26.272530+00:00,v1,2026-09-02T21:57:30.907264+00:00
year_3,year_3_000826,30-34,MALE,Branca,Não,,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,ABROAD_FOREIGN_COMPANY,Entretenimento ou Esportes,Acima de 3.000,False,Engenheiro de Dados/Data Engineer/Data Architect,DATA_ENGINEER_OR_ARCHITECT,SENIOR,de R$ 16.001/mês a R$ 20.000/mês,16001.0,20000.0,18000.5,CLOSED,False,de 5 a 6 anos,de 1 a 2 anos,HYBRID_FIXED,HYBRID_FLEXIBLE,Vou procurar outra oportunidade no modelo híbrido ou remoto,data_2025-2026.csv,2026-09-02T21:57:26.272530+00:00,v1,2026-09-02T21:57:30.907264+00:00
year_3,year_3_000827,35-39,FEMALE,Branca,Não,MG,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,EMPLOYEE_CLT,Tecnologia/Fábrica de Software,de 1.001 a 3.000,False,Analista de Dados/Data Analyst,DATA_ANALYST,MID,de R$ 8.001/mês a R$ 12.000/mês,8001.0,12000.0,10000.5,CLOSED,False,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,HYBRID_FLEXIBLE,HYBRID_FLEXIBLE,Vou procurar outra oportunidade no modelo híbrido ou remoto,data_2025-2026.csv,2026-09-02T21:57:26.272530+00:00,v1,2026-09-02T21:57:30.907264+00:00
year_3,year_3_000828,25-29,FEMALE,Branca,Não,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,CONTRACTOR_CNPJ,Tecnologia/Fábrica de Software,de 11 a 50,True,,UNKNOWN,UNKNOWN,de R$ 20.001/mês a R$ 25.000/mês,20001.0,25000.0,22500.5,CLOSED,False,de 5 a 6 anos,de 1 a 2 anos,HYBRID_FLEXIBLE,HYBRID_FLEXIBLE,Vou aceitar e retornar ao modelo 100% presencial,data_2025-2026.csv,2026-09-02T21:57:26.272530+00:00,v1,2026-09-02T21:57:30.907264+00:00
year_3,year_3_000829,55+,MALE,Branca,Não,SP,Sudeste,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,EMPLOYEE_CLT,Finanças ou Bancos,Acima de 3.000,False,Engenheiro de Dados/Data Engineer/Data Architect,DATA_ENGINEER_OR_ARCHITECT,SPECIALIST,de R$ 20.001/mês a R$ 25.000/mês,20001.0,25000.0,22500.5,CLOSED,False,Mais de 10 anos,Mais de 10 anos,HYBRID_FIXED,HYBRID_FLEXIBLE,Vou aceitar e retornar ao modelo 100% presencial,data_2025-2026.csv,2026-09-02T21:57:26.272530+00:00,v1,2026-09-02T21:57:30.907264+00:00
year_3,year_3_000830,45-49,MALE,Branca,Não,MG,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,EMPLOYEE_CLT,Área da Saúde,de 501 a 1.000,True,,UNKNOWN,UNKNOWN,de R$ 16.001/mês a R$ 20.000/mês,16001.0,20000.0,18000.5,CLOSED,False,Mais de 10 anos,de 7 a 10 anos,HYBRID_FLEXIBLE,HYBRID_FLEXIBLE,Vou procurar outra oportunidade no modelo híbrido ou remoto,data_2025-2026.csv,2026-09-02T21:57:26.272530+00:00,v1,2026-09-02T21:57:30.907264+00:00
year_3,year_3_000831,25-29,MALE,Parda,Não,SP,Sudeste,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),UNEMPLOYED_SEEKING,,,,,UNKNOWN,UNKNOWN,,,,,,False,,,UNKNOWN,UNKNOWN,,data_2025-2026.csv,2026-09-02T21:57:26.272530+00:00,v1,2026-09-02T21:57:30.907264+00:00
year_3,year_3_000832,30-34,MALE,Branca,Não,SP,Sudeste,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),REMOTE_FOREIGN_COMPANY_BR,Outra Opção,Acima de 3.000,False,Analytics Engineer,ANALYTICS_ENGINEER,SENIOR,de R$ 30.001/mês a R$ 40.000/mês,30001.0,40000.0,35000.5,CLOSED,False,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,REMOTE,REMOTE,Vou procurar outra oportunidade no modelo 100% remoto,data_2025-2026.csv,2026-09-02T21:57:26.272530+00:00,v1,2026-09-02T21:57:30.907264+00:00
year_3,year_3_000833,35-39,MALE,Parda,Não,BA,Nordeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,REMOTE_FOREIGN_COMPANY_BR,Área de Consultoria,de 11 a 50,False,Engenheiro de Machine Learning/ML Engineer/AI Engineer,ML_ENGINEER,JUNIOR,de R$ 8.001/mês a R$ 12.000/mês,8001.0,12000.0,10000.5,CLOSED,False,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,REMOTE,REMOTE,Vou procurar outra oportunidade no modelo 100% remoto,data_2025-2026.csv,2026-09-02T21:57:26.272530+00:00,v1,2026-09-02T21:57:30.907264+00:00
year_3,year_3_000834,30-34,MALE,Branca,Sim,MG,Sudeste,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),EMPLOYEE_CLT,Outra Opção,Acima de 3.000,False,Outras Engenharias (não inclui dev),OTHER_ENGINEERING,MID,de R$ 4.001/mês a R$ 6.000/mês,4001.0,6000.0,5000.5,CLOSED,False,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,ON_SITE,HYBRID_FLEXIBLE,Vou aceitar e retornar ao modelo 100% presencial,data_2025-2026.csv,2026-09-02T21:57:26.272530+00:00,v1,2026-09-02T21:57:30.907264+00:00
year_3,year_3_000835,30-34,MALE,Branca,Não,ES,Sudeste,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),EMPLOYEE_CLT,Varejo,de 501 a 1.000,False,Analista de Dados/Data Analyst,DATA_ANALYST,SENIOR,de R$ 6.001/mês a R$ 8.000/mês,6001.0,8000.0,7000.5,CLOSED,False,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,REMOTE,REMOTE,Vou procurar outra oportunidade no modelo 100% remoto,data_2025-2026.csv,2026-09-02T21:57:26.272530+00:00,v1,2026-09-02T21:57:30.907264+00:00
year_3,year_3_000836,40-44,MALE,Branca,Não,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,CONTRACTOR_CNPJ,Seguros ou Previdência,de 51 a 100,False,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),DATA_PRODUCT_MANAGER,SPECIALIST,de R$ 16.001/mês a R$ 20.000/mês,16001.0,20000.0,18000.5,CLOSED,False,de 3 a 4 anos,Mais de 10 anos,HYBRID_FLEXIBLE,HYBRID_FLEXIBLE,Vou aceitar e retornar ao modelo 100% presencial,data_2025-2026.csv,2026-09-02T21:57:26.272530+00:00,v1,2026-09-02T21:57:30.907264+00:00
year_3,year_3_000837,35-39,MALE,Branca,Não,SP,Sudeste,Pós-graduação,Ciência de Dados / Inteligência Artificial,CONTRACTOR_CNPJ,Área de Consultoria,de 11 a 50,True,,UNKNOWN,UNKNOWN,de R$ 20.001/mês a R$ 25.000/mês,20001.0,25000.0,22500.5,CLOSED,False,Mais de 10 anos,de 3 a 4 anos,REMOTE,REMOTE,Vou procurar outra oportunidade no modelo 100% remoto,data_2025-2026.csv,2026-09-02T21:57:26.272530+00:00,v1,2026-09-02T21:57:30.907264+00:00
year_3,year_3_000838,45-49,MALE,Branca,Não,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,EMPLOYEE_CLT,Área de Consultoria,Acima de 3.000,False,Engenheiro de Dados/Data Engineer/Data Architect,DATA_ENGINEER_OR_ARCHITECT,SENIOR,de R$ 8.001/mês a R$ 12.000/mês,8001.0,12000.0,10000.5,CLOSED,False,de 3 a 4 anos,Mais de 10 anos,REMOTE,REMOTE,Vou procurar outra oportunidade no modelo 100% remoto,data_2025-2026.csv,2026-09-02T21:57:26.272530+00:00,v1,2026-09-02T21:57:30.907264+00:00
year_3,year_3_000839,30-34,MALE,Branca,Não,SP,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,EMPLOYEE_CLT,Área de Consultoria,de 101 a 500,False,Analista de Dados/Data Analyst,DATA_ANALYST,MID,de R$ 8.001/mês a R$ 12.000/mês,8001.0,12000.0,10000.5,CLOSED,False,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,HYBRID_FIXED,REMOTE,Vou procurar outra oportunidade no modelo híbrido ou remoto,data_2025-2026.csv,2026-09-02T21:57:26.272530+00:00,v1,2026-09-02T21:57:30.907264+00:00
year_3,year_3_000840,30-34,MALE,Branca,Não,SP,Sudeste,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,UNEMPLOYED_SEEKING,,,,,UNKNOWN,UNKNOWN,,,,,,False,,,UNKNOWN,UNKNOWN,,data_2025-2026.csv,2026-09-02T21:57:26.272530+00:00,v1,2026-09-02T21:57:30.907264+00:00
year_3,year_3_000841,30-34,MALE,Branca,Não,RJ,Sudeste,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,EMPLOYEE_CLT,Setor Automotivo,Acima de 3.000,False,Engenheiro de Dados/Data Engineer/Data Architect,DATA_ENGINEER_OR_ARCHITECT,MID,de R$ 8.001/mês a R$ 12.000/mês,8001.0,12000.0,10000.5,CLOSED,False,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,REMOTE,HYBRID_FLEXIBLE,Vou procurar outra oportunidade no modelo híbrido ou remoto,data_2025-2026.csv,2026-09-02T21:57:26.272530+00:00,v1,2026-09-02T21:57:30.907264+00:00
year_3,year_3_000842,22-24,MALE,Preta,Não,MG,Sudeste,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,EMPLOYEE_CLT,Tecnologia/Fábrica de Software,de 11 a 50,False,Analista de Negócios/Business Analyst,BUSINESS_ANALYST,MID,de R$ 4.001/mês a R$ 6.000/mês,4001.0,6000.0,5000.5,CLOSED,False,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,HYBRID_FIXED,REMOTE,Vou procurar outra oportunidade no modelo 100% remoto,data_2025-2026.csv,2026-09-02T21:57:26.272530+00:00,v1,2026-09-02T21:57:30.907264+00:00
year_3,year_3_000843,35-39,MALE,Branca,Não,,,Não tenho graduação formal,,ABROAD_FOREIGN_COMPANY,Área de Consultoria,Acima de 3.000,False,Engenheiro de Dados/Data Engineer/Data Architect,DATA_ENGINEER_OR_ARCHITECT,SPECIALIST,de R$ 30.001/mês a R$ 40.000/mês,30001.0,40000.0,35000.5,CLOSED,False,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,HYBRID_FLEXIBLE,REMOTE,Vou procurar outra oportunidade no modelo 100% remoto,data_2025-2026.csv,2026-09-02T21:57:26.272530+00:00,v1,2026-09-02T21:57:30.907264+00:00
year_3,year_3_000844,30-34,MALE,Branca,Não,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),EMPLOYEE_CLT,Setor de Energia,Acima de 3.000,False,Analista de Dados/Data Analyst,DATA_ANALYST,MID,de R$ 8.001/mês a R$ 12.000/mês,8001.0,12000.0,10000.5,CLOSED,False,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,HYBRID_FIXED,HYBRID_FLEXIBLE,Vou procurar outra oportunidade no modelo híbrido ou remoto,data_2025-2026.csv,2026-09-02T21:57:26.272530+00:00,v1,2026-09-02T21:57:30.907264+00:00
year_3,year_3_000845,17-21,FEMALE,Branca,Não,SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,EMPLOYEE_CLT,Varejo,de 1 a 5,False,Outra Opção,OTHER,MID,de R$ 2.001/mês a R$ 3.000/mês,2001.0,3000.0,2500.5,CLOSED,False,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,ON_SITE,HYBRID_FIXED,Vou aceitar e retornar ao modelo 100% presencial,data_2025-2026.csv,2026-09-02T21:57:26.272530+00:00,v1,2026-09-02T21:57:30.907264+00:00
year_3,year_3_000846,25-29,FEMALE,Branca,Não,MG,Sudeste,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,EMPLOYEE_CLT,Tecnologia/Fábrica de Software,Acima de 3.000,True,,UNKNOWN,UNKNOWN,de R$ 16.001/mês a R$ 20.000/mês,16001.0,20000.0,18000.5,CLOSED,False,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,HYBRID_FLEXIBLE,HYBRID_FLEXIBLE,Vou procurar outra oportunidade no modelo híbrido ou remoto,data_2025-2026.csv,2026-09-02T21:57:26.272530+00:00,v1,2026-09-02T21:57:30.907264+00:00
year_3,year_3_000847,35-39,FEMALE,Branca,Não,,,Pós-graduação,Ciência de Dados / Inteligência Artificial,ABROAD_FOREIGN_COMPANY,Tecnologia/Fábrica de Software,de 11 a 50,True,,UNKNOWN,UNKNOWN,de R$ 12.001/mês a R$ 16.000/mês,12001.0,16000.0,14000.5,CLOSED,False,Mais de 10 anos,de 5 a 6 anos,REMOTE,REMOTE,Vou procurar outra oportunidade no modelo 100% remoto,data_2025-2026.csv,2026-09-02T21:57:26.272530+00:00,v1,2026-09-02T21:57:30.907264+00:00
